	User	Date Created	Number of Likes	Source of Tweet	Tweet	Location
4229	askclinik	2022-03-22 06:51:58+00:00	0	Twitter for Android	"#Ashwagandha is a known aphrodisiac that as proven to be effective in improving male sexual performances and help with female sexual disorder.
https://t.co/5cn80u45Vw

#askclinik #tuesdayvibe #HorribleBosses #banks #JKRowling #herb"	Global
4230	kessyl	2022-03-22 06:51:56+00:00	1	Twitter for iPhone	I’ve been following the discussion on #HorribleBosses and my take is, it is likely a cultural thing, we treat people how we were treated. Even some religious leaders are toxic. We need to deliberately break that cycle. The first step is to pay attention to your words and actions.	#EndSARS
4231	Makera17	2022-03-22 06:51:36+00:00	1	Twitter for iPhone	Never meet them sha 🤣  #HorribleBosses	Port Harcourt, Nigeria
4232	AlhChisom	2022-03-22 06:51:34+00:00	2	Twitter for Android	"Daniel Emeka in the same text with sexual assault and #HorribleBosses
Most be a scary man. https://t.co/Apm5HiTDBh"	Some where in the world.
4233	dollamu	2022-03-22 06:51:32+00:00	2	Twitter for iPhone	#Horriblebosses toxic may or likely mean there is something going on from your PAST that’s struggling with your NOW and would definitely affect your FUTURE.	Somewhere in the world
4234	BC_Slutyyy	2022-03-22 06:51:29+00:00	2	Twitter for Android	Nigerians are always smiling and suffering #HorribleBosses	kuvuki land
4235	IresHandle	2022-03-22 06:51:24+00:00	1	Twitter for iPhone	Again I reiterate following all the talk on #HorribleBosses yesterday. https://t.co/bYBiP0Sq7A	😵‍💫
4236	AkowuezeAmbrose	2022-03-22 06:51:12+00:00	21	Twitter for Android	"Nyash wey you flog for 2007 don dey enter your eyes 2022, 😂😂
May God forgive you #HorribleBosses #olosho Kiki Daniel Emeka Daniel Regha #Paystack #slap https://t.co/cuxI58Adfu"	Everywhere
4237	summerTechky	2022-03-22 06:50:53+00:00	3	Twitter for Android	Treat WAITERS, BOLT DRIVERS, CLEANERS, SECURITY GUARDS, CHEFS, HOUSE HELPERS Proper they have feelings,  try to make them happy in their work stations #HorribleBosses	
4238	lapeju_	2022-03-22 06:50:37+00:00	5	Twitter for Android	Those startups companies that were called out will have an awkward morning today 😂😂😂#HorribleBosses	Lagos, Nigeria
4239	Anthonyvine	2022-03-22 06:50:34+00:00	0	Twitter for Android	Please what exactly is Nigeria labour Congress jobs exactly cause it seems I don't even knw again #HorribleBosses	
4240	Jay_naturgraphy	2022-03-22 06:50:18+00:00	0	Twitter for iPhone	#HorribleBosses	Ibadan Nigeria
4241	yomiakinsola	2022-03-22 06:50:05+00:00	0	Twitter for Android	"The way you treat the weak, vulnerable, your staff, your juniors at work is the reflection of the real you!
Many are good to their superiors, their contemporaries and benefactors, but completely horrible to anyone they feel or think they are superior to.
#HorribleBosses"	Lagos, Nigeria
4242	theladyvee__	2022-03-22 06:49:38+00:00	0	Twitter for iPhone	Niyi Osamiluyi of @dokilink is one of them #HorribleBosses. Toxic mf.	Nigeria
4243	sodyOka4	2022-03-22 06:49:30+00:00	4	Twitter for iPhone	I hope after we are done with  #HorribleBosses and #toxicworkplaces, we should also trend #superbosses and #conduciveworkplaces.	
4244	kgeorgeofficial	2022-03-22 06:49:29+00:00	0	Twitter for iPhone	In the midst of all these #HorribleBosses rogbodiyan, me I’m hiding on tiktok trying to avoid chopping my 3rd query in 2022	Lagos, Nigeria
4245	2naks	2022-03-22 06:49:28+00:00	0	Twitter for Android	"@komzy86 Yeah...thanks for reminding me that too.
The way she shouts at the ladies ehn... I feel embarrassed for them.
The day we had a presentation with the MD, I was shocked to see her shaking and speaking calmly😂.
But she can shout at her subordinate.
#HorribleBosses everywhere"	Lagos, Nigeria
4246	Jay_naturgraphy	2022-03-22 06:49:19+00:00	2	Twitter for iPhone	If you work for yourself without anyone bossing you around, and you are doing fine, you dnt know what God has done for you  #HorribleBosses	Ibadan Nigeria
4247	MoviePlusx	2022-03-22 06:49:19+00:00	5	Twitter for Android	"Choose Two??
#HorribleBosses || Kiki || Obi Cubana || Samsung ||Apple Music #UkraineRussiaWar #TopBoyNetflix https://t.co/vNburvAai0"	Nigeria
4248	PhateemahOA	2022-03-22 06:49:17+00:00	44	Twitter for iPhone	While we're on the topic of #HorribleBosses, a couple of years ago, my perv boss smacked my bum and I turned and slapped him. Got to work the next day and received a letter of termination.	Kaduna
4249	OtegaEboh	2022-03-22 06:49:12+00:00	0	Twitter for Android	@SiredOne #HorribleBosses are not nice persons and a not nice person can hardly treat people nicely. So in a nutshell #HorribleBosses are horrible people that derive pleasure by making others suffer or shiver in their presence	
4250	Sandra_LOAT	2022-03-22 06:49:09+00:00	0	Twitter for iPhone	"@possibleoge These people don’t care !
#HorribleBosses #kudabank"	Nigeria
4251	jeighsmallz	2022-03-22 06:49:08+00:00	80	Twitter for Android	"Once I close laptop, nothing concern me and office work again 
#HorribleBosses"	Lagos, Nigeria
4252	ImobiJoel	2022-03-22 06:49:03+00:00	6	Twitter for Android	"@Allezamani You haven't even seen anything or hear word, I have you seen those children learning mechanic or furniture etc, do you think all is paid jobs here?
Some are facing more in the place they learn trade or work.
#HorribleBosses"	Nigeria 
4253	iam_Tokzz	2022-03-22 06:49:03+00:00	76	Twitter for Android	"#HorribleBosses People working in DABA can't relate to this. Our boss is so on point in fact I see DABA as one of the best places to work soon. 
Thanks boss for all you do @iamchrisani 

Few days ago he was even petting us on the company's group chat when"	Metaverse
4254	Adunni_duntin	2022-03-22 06:49:00+00:00	6	Twitter for iPhone	E pain me say I miss this #HorribleBosses  gist last night.... I would have tell how my former boss doesn’t know how to clean the toilet after use..... he sends his worker to clean for him...... property manager turn cleaner smh	Lagos, Nigeria
4255	_Foodsly_	2022-03-22 06:48:54+00:00	1	Twitter for iPhone	"One thing that bothers me is after exposing these toxic workspaces and bosses, people will flood those places with applications. Especially if the pay can sustain you in this decaying country. Work no dey and people would pick toxic bosses over unemployment 😪.
#HorribleBosses"	Foodsly multiverse
4256	Austeiin	2022-03-22 06:48:45+00:00	58	Twitter for Android	"They say power corrupts, but absolute power corrupts absolutely.

That's the all crux of that #HorribleBosses trend. 

Whatever you are (good, bad or toxic), power/money will magnify it. 

It's that simple 📌"	Heaven
4257	Emmanuelbest506	2022-03-22 06:48:43+00:00	0	Twitter for Android	"Why do we sell the matches? ( Because we are buying it too and it costs a lot. We cover some of the expenses by re-selling it. As you know, my bookmakers/Sources also put stake limits, so we are not able to bet huge amounts at once )

Best regards✅✅

#Ghana #HorribleBosses"	
4258	childofkenessy	2022-03-22 06:48:27+00:00	0	Twitter for iPhone	I used to think I had it tough working at the bank, cos I was losing my mind bruh, but with the stories I’ve read here on #HorribleBosses omoeaux!!😭😭 some of you don see shege for office o	Digging up dirt
4259	raylockr	2022-03-22 06:48:17+00:00	0	Twitter for iPhone	this why self employment is the best option #HorribleBosses	Earth 616
4260	ekenejustmii	2022-03-22 06:48:05+00:00	0	TweetCaster for Android	I've had some experiences of #horriblebosses and good ones. It's just so much stress. But am blessed to be currently working with one of the most wonderful humans I've ever seen #SkenerandomThoughts #thisonenotsorandom	Lagos, Nigeria
4261	oyinda999	2022-03-22 06:47:58+00:00	0	Twitter for iPhone	This #HorribleBosses wahala, one day I’ll share my own story.	
4262	Alex_Obe10	2022-03-22 06:47:53+00:00	8	Twitter Web App	"Guys we are adults please. Your boss is not a masquerade even if he/she is. Never let them treat you in a disrespectful manner.

Last last you ll lose the job but your self worth and pride is intact.
Stop making excuses for staying in jobs with #HorribleBosses"	Lagos
4263	TheMrnass	2022-03-22 06:47:46+00:00	1	Twitter for Android	@possibleoge Kuda bank fired someone for coming late to work the morning the employee lost the mum.?? #HorribleBosses	Kaduna, Nigeria
4264	agorye	2022-03-22 06:47:37+00:00	0	Twitter for iPhone	"Leadership training needs to start from the primary level. 

It’s not when you get to the top you learn to become a leader, this is part of what breeds toxicity because it’s all trial an error. This and an over flared ego. #HorribleBosses"	Africa
4265	LAUD_31	2022-03-22 06:47:32+00:00	3	Twitter for Android	The day we will visit some Chinese and Indian company is coming, there welfare package be like you come beg for money while they make fortune from your accumulated input #HorribleBosses	Lagos
4266	BagobiriNathan	2022-03-22 06:47:30+00:00	0	Twitter for Android	"In business the more we focus on competition the less we make profits.

So what should be a business focus?

#HorribleBosses"	
4267	Reka_Bentuk	2022-03-22 06:47:21+00:00	0	Twitter for iPhone	If you benefit from horrible bossing,you sef suppose collect #HorribleBosses	Surulere
4268	OkoduwaDestiny6	2022-03-22 06:47:18+00:00	5	Twitter for iPhone	Did you know, an employee is entitled to compensation for mental stress, if the mental stress is diagnosed by a medical practitioner as physical condition amounting to mental stress arising out of the nature of work. Sec 8 of the Employee’s Compensation Act, 2010 #HorribleBosses	
4269	Dmaybellinetimi	2022-03-22 06:46:58+00:00	2	Twitter for Android	"@omoalhajaabiola If you are a writer or freelancer and would want to express yourself on a space in lieu of #HorribleBosses please reach out to me.

We have all been exploited and paid 1 naira for a word. Some still get that pay. Let's come together and talk about it. While sharing opportunities"	Lagos, Nigeria
4270	Lurkingbirrd	2022-03-22 06:46:45+00:00	1	Twitter for iPhone	What about the bosses who sleep with female workers that automatically becomes a god in their offices, bully other members of staff, become so rude to people older than them because the BOSS will never fault them but you! E dey! #HorribleBosses	
4271	NsikanAbasiUtuk	2022-03-22 06:46:19+00:00	0	Twitter for Android	"Congratulations
Did you realise that your words are horrible?
#HorribleBosses https://t.co/trwffTgedy"	Nigeria
4272	NubianCutiee	2022-03-22 06:46:06+00:00	2	Twitter for iPhone	In 2017 when life was happening to me i worked for one ankara bags &amp; shoe babe as social media manager, chai that idiot &amp; her bad breath friend kept humiliating me untop salary she was paying like adashe/contribution🥴 #HorribleBosses	
4273	Zolonye	2022-03-22 06:46:02+00:00	0	Twitter for iPhone	@Davidogoigbe That would have been our ticket to #HorribleBosses because, in retrospect, that salary no pay at all. The company was broke and so were we.	Aberdeen, Scotland
4274	samlee_233	2022-03-22 06:45:37+00:00	1	Twitter for Android	I guess we have good bosses as well, let's trend them too.. enough of #HorribleBosses	
4275	barneyzINsane	2022-03-22 06:45:34+00:00	4	Twitter for iPhone	If we talk about #HorribleBosses let’s not add the fashion industry there .. Make we just leave am to God cos we won’t finish today	Lagos, Nigeria
4276	Eneessi	2022-03-22 06:45:31+00:00	13	Twitter for iPhone	One person is trying to turn all these into comedy, probably to hide his horrible ass. Worked for him for a while, nigga was so toxic that every time he was done shouting and reprimanding us, he smile and say to us ‘thank you for being respectful as always.’ #HorribleBosses	Lagos, Nigeria
4277	ZinoMulla	2022-03-22 06:45:29+00:00	2	Twitter for iPhone	Come and share your #HorribleBosses experience.	Lagos, Nigeria
4278	Loadedbrodah	2022-03-22 06:45:12+00:00	68	Twitter for iPhone	"Many of the people on this horrible boss case are the horrible bosses we are talking about but right now, everybody is a saint until someone exposes them! 

#HorribleBosses #toxicboss"	Dubai, Miami, PH, Abuja, Paris
4279	Alex_Obe10	2022-03-22 06:45:10+00:00	8	Twitter Web App	"All this stories in #HorribleBosses are worrisome

To me I have always spelt out my own terms in all the places I have worked. If you treat me otherwise instantly I resigned
I rather lose the job than lose my self worth.

People only treat you the way you let them to. ✌️"	Lagos
4280	thewhatif_	2022-03-22 06:44:55+00:00	0	Twitter for Android	Let's acknowledge good companies while we are at it on #HorribleBosses. Some employees are toxic too and can carry out coordinated campaign of sabotage in an organization. Also, other companies should take a cue from this and treat people better	Lagos, Nigeria
4281	PromiseAbiahu	2022-03-22 06:44:48+00:00	9	Twitter for iPhone	#Employee going to work for no #HorribleBosses https://t.co/0hbrYKHCZZ	DXB
4282	yemi4tweet	2022-03-22 06:44:40+00:00	10	Twitter for iPhone	"Before you accept a job offer, reach out to those who had left the company about the work culture.

Before you sign your offer letter, ask for your KPI. 

I have seen many poached from fry pan to fire. Avoid desperation.

#HorribleBosses Bento #BlackTechTwitter Ebun Cars45 #job"	Lagos, Nigeria
4283	iTooD0	2022-03-22 06:43:51+00:00	2	Twitter for Android	"Your sanity should be priority. 
It might seem like you have a hold on your self, but why do you get anxious whenever #HorribleBosses text or call at odd times for deliverables? 

That's not normal!!!"	Abuja, Nigeria
4284	carlakinniyi	2022-03-22 06:43:47+00:00	1	Twitter for Android	"#HorribleBosses

https://t.co/nbcKhcSHHi"	Lagos, Nigeria
4285	idampossy	2022-03-22 06:43:47+00:00	28	Twitter for Android	Beautiful morning y'all. I pray as we move today in search of daily 🍞 we will not be faced wt the likes of 'Daniel Emeka'  our feet shall take us 2 places of glory and not places of shame. Our Boss shall mention our name for promotion &amp; my demotion in Jesus' name #HorribleBosses https://t.co/9Vq1F5E5dP	Lagos, Nigeria
